No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
50,Greg Anthony,PG,6-0,176,"November 15, 1967",us US,9,"University of Portland, UNLV"
2,Stacey Augmon,SG,6-8,205,"August 1, 1968",us US,9,UNLV
21,Erick Barkley,PG,6-1,177,"February 21, 1978",us US,R,St. John's
34,Dale Davis,C,6-11,230,"March 25, 1969",us US,9,Clemson
23,Gary Grant,PG,6-3,185,"April 21, 1965",us US,12,Michigan
4,Antonio Harvey,PF,6-11,225,"July 6, 1970",us US,5,"Southern Illinois, Georgia, Pfeiffer University"
40,Shawn Kemp,PF,6-10,230,"November 26, 1969",us US,11,"Trinity Valley CC, Kentucky"
55,Will Perdue,C,7-0,240,"August 29, 1965",us US,12,Vanderbilt
33,Scottie Pippen,SF,6-8,210,"September 25, 1965",us US,13,University of Central Arkansas
11,Arvydas Sabonis,C,7-3,279,"December 19, 1964",lt LT,5,
12,Detlef Schrempf,SF,6-10,235,"January 21, 1963",de DE,15,Washington
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,9,Michigan State
3,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us US,5,Arizona
1,Rod Strickland,PG,6-3,175,"July 11, 1966",us US,12,DePaul
30,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us US,5,UNC
6,Bonzi Wells,SF,6-5,210,"September 28, 1976",us US,2,Ball State University
