No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,David Benoit,SF,6-8,220,"May 9, 1968",us US,6,Alabama
22,John Crotty,PG,6-1,185,"July 15, 1969",us US,8,Virginia
20,Quincy Lewis,SF,6-7,215,"June 26, 1977",us US,1,Minnesota
32,Karl Malone,PF,6-9,250,"July 24, 1963",us US,15,Louisiana Tech
15,Danny Manning,PF,6-10,230,"May 17, 1966",us US,12,Kansas
42,Donyell Marshall,SF,6-9,218,"May 18, 1973",us US,6,UConn
39,Greg Ostertag,C,7-2,280,"March 6, 1973",us US,5,Kansas
34,Scott Padgett,PF,6-9,240,"April 19, 1976",us US,1,Kentucky
0,Olden Polynice,C,6-11,220,"November 21, 1964",ht HT,13,Virginia
3,Bryon Russell,SF,6-7,225,"December 31, 1970",us US,7,Cal State Long Beach
9,John Starks,SG,6-5,180,"August 10, 1965",us US,11,Oklahoma State
2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,R,
12,John Stockton,PG,6-1,170,"March 26, 1962",us US,16,Gonzaga
11,Jacque Vaughn,PG,6-1,190,"February 11, 1975",us US,3,Kansas
