No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,4,Cal State Fullerton
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,1,Hawaii
4,Duane Causwell,C,7-0,240,"May 31, 1968",us US,10,Temple
23,Cedric Ceballos,SF,6-7,220,"August 2, 1969",us US,10,Cal State Fullerton
21,Ricky Davis,SG,6-6,195,"September 23, 1979",us US,2,Iowa
35,Todd Fuller,C,6-11,255,"July 25, 1974",us US,4,NC State
44,Brian Grant,C,6-9,254,"March 5, 1972",us US,6,Xavier
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,15,Oregon State
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,10,Texas-El Paso
5,Eddie House,PG,6-1,180,"May 14, 1978",us US,R,Arizona State
6,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,6,Temple
7,Don MacLean,SF,6-10,235,"January 16, 1970",us US,8,UCLA
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,12,Central Michigan University
14,Anthony Mason,PF,6-8,250,"December 14, 1966",us US,10,Tennessee State
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,8,Georgetown
13,Jamal Robinson,SF,6-7,212,"December 27, 1973",us US,R,Virginia
