No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,R,"Boston University, Florida International University"
23,Rodney Buford,SF,6-5,189,"November 2, 1977",us US,1,Creighton
52,Matt Geiger,C,7-0,243,"September 10, 1969",us US,8,"Auburn, Georgia Tech"
40,Tyrone Hill,PF,6-9,240,"March 19, 1968",us US,10,Xavier
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,4,Georgetown
33,Jumaine Jones,SF,6-8,218,"February 10, 1979",us US,1,Georgia
7,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr HR,7,
9,George Lynch,SF,6-8,218,"September 3, 1970",us US,7,UNC
50,Todd MacCulloch,C,7-0,280,"January 27, 1976",ca CA,1,Washington
11,Vernon Maxwell,PG,6-4,180,"September 12, 1965",us US,12,Florida
8,Aaron McKie,SG,6-5,209,"October 2, 1972",us US,6,Temple
7,Roshown McLeod,SF,6-8,221,"November 17, 1975",us US,2,"St. John's, Duke"
41,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,6,Michigan State
14,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,2,Kentucky
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,9,Georgetown
5,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,3,UConn
42,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,5,Wyoming
4,Pepe Sánchez,PG,6-4,195,"May 8, 1977",ar AR,R,Temple
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,5,Michigan State
