No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Ray Allen,SG,6-5,205,"July 20, 1975",us US,4,UConn
24,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,1,Fresno State
35,Jason Caffey,PF,6-8,255,"June 12, 1973",us US,5,Alabama
10,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,7,Florida State
21,Darvin Ham,SF,6-7,220,"July 23, 1973",us US,3,Texas Tech
7,Jason Hart,PG,6-3,185,"April 29, 1978",us US,R,Syracuse
11,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us US,7,"Alcorn State, Jackson State University"
40,Ervin Johnson,C,6-11,245,"December 21, 1967",us US,7,New Orleans
25,Jerome Kersey,SF,6-7,215,"June 26, 1962",us US,16,Longwood University
44,Mark Pope,PF,6-10,235,"September 11, 1972",us US,2,"Washington, Kentucky"
6,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,R,Minnesota
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,R,Ohio State
13,Glenn Robinson,SF,6-7,225,"January 10, 1973",us US,6,Purdue
5,Tim Thomas,PF,6-10,230,"February 26, 1977",us US,3,Villanova
42,Scott Williams,C,6-10,230,"March 21, 1968",us US,10,UNC
