No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
40,Corie Blount,PF,6-9,240,"January 4, 1969",us US,7,Cincinnati
8,Vinny Del Negro,PG,6-4,185,"August 9, 1966",us US,10,NC State
0,Tony Delk,SG,6-1,189,"January 28, 1974",us US,4,Kentucky
14,Chris Dudley,C,6-11,235,"February 22, 1965",us US,13,Yale
17,Mario Elie,SG,6-5,210,"November 26, 1963",us US,10,American International College
21,Rubén Garcés,PF,6-9,245,"October 17, 1973",pa PA,R,Providence
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,8,NC State
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,7,Memphis
32,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,6,California
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,1,"Vincennes University, UNLV"
23,Paul McPherson,PG,6-4,210,"July 3, 1978",us US,R,DePaul
2,Elliot Perry,PG,6-0,150,"March 28, 1969",us US,8,Memphis
30,Clifford Robinson,PF,6-10,225,"December 16, 1966",us US,11,UConn
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,7,Wake Forest
15,Daniel Santiago,C,7-1,256,"June 24, 1976",us US,R,"New Mexico, Saint Vincent College"
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,R,
