No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",fr FR,3,"Michigan, San Jose State"
42,Ryan Bowen,SF,6-7,215,"November 20, 1975",us US,1,Iowa
29,Calbert Cheaney,SG,6-7,209,"July 17, 1971",us US,7,Indiana
15,Keon Clark,PF,6-11,220,"April 16, 1975",us US,2,UNLV
52,Terry Davis,PF,6-9,225,"June 17, 1967",us US,9,Virginia Union University
5,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us US,3,Houston
32,Garth Joseph,C,7-2,315,"August 8, 1973",dm DM,R,College of Saint Rose
45,Raef LaFrentz,C,6-11,240,"May 29, 1976",us US,2,Kansas
5,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,5,Minnesota
50,Dan McClintock,C,7-0,270,"April 19, 1977",us US,R,Northern Arizona University
21,George McCloud,SF,6-6,205,"May 27, 1967",us US,10,Florida State
24,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,5,Alabama
3,Tracy Murray,SF,6-7,225,"July 25, 1971",us US,8,UCLA
14,Robert Pack,PG,6-2,180,"February 3, 1969",us US,9,USC
41,James Posey,SF,6-8,215,"January 13, 1977",us US,1,Xavier
30,Mark Strickland,SF,6-9,210,"July 14, 1970",us US,5,Temple
31,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,7,"Trinity Valley CC, Cincinnati"
43,Kevin Willis,C,7-0,220,"September 6, 1962",us US,15,Michigan State
