No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Courtney Alexander,PG,6-5,205,"April 27, 1977",us US,R,"Virginia, Fresno State"
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,1,Penn State
24,Hubert Davis,PG,6-5,183,"May 17, 1970",us US,8,UNC
54,Obinna Ekezie,PF,6-9,270,"August 22, 1975",ng NG,1,Maryland
32,Richard Hamilton,SF,6-6,185,"February 14, 1978",us US,1,UConn
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,6,Michigan
50,Popeye Jones,PF,6-8,250,"June 17, 1970",us US,7,Murray State
51,Gerard King,SF,6-9,230,"November 25, 1972",us US,2,Nicholls State
44,Christian Laettner,PF,6-11,235,"August 17, 1969",us US,8,Duke
13,Felipe López,SG,6-5,199,"December 19, 1974",do DO,2,St. John's
8,Tyrone Nesby,SF,6-6,225,"January 31, 1976",us US,2,"Vincennes University, UNLV"
44,Cherokee Parks,C,6-11,235,"October 11, 1972",us US,5,Duke
3,Laron Profit,PG,6-5,204,"August 5, 1977",us US,1,Maryland
2,Mitch Richmond,SG,6-5,215,"June 30, 1965",us US,12,Kansas State
34,Michael Smith,PF,6-8,230,"March 28, 1972",us US,6,Providence
40,Mike Smith,SF,6-8,195,"April 15, 1976",us US,R,Louisiana-Monroe
1,Rod Strickland,PG,6-3,175,"July 11, 1966",us US,12,DePaul
22,David Vanterpool,PG,6-5,200,"March 31, 1973",us US,R,St. Bonaventure
35,Loy Vaught,PF,6-9,230,"February 27, 1968",us US,10,Michigan
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,2,Georgetown
12,Chris Whitney,PG,6-0,168,"October 5, 1971",us US,7,Clemson
