No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Rick Brunson,PG,6-4,190,"June 14, 1972",us US,3,Temple
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,4,UMass
1,Chris Childs,PG,6-3,195,"November 20, 1967",us US,6,Boise State
32,Othella Harrington,C,6-9,235,"January 31, 1974",us US,4,Georgetown
20,Allan Houston,SG,6-6,200,"April 20, 1971",us US,7,Tennessee
31,Mark Jackson,PG,6-1,180,"April 1, 1965",us US,13,St. John's
2,Larry Johnson,PF,6-7,250,"March 14, 1969",us US,9,"Odessa College, UNLV"
44,Travis Knight,C,7-0,235,"September 13, 1974",us US,4,UConn
13,Luc Longley,C,7-2,265,"January 19, 1969",au AU,9,New Mexico
7,Lavor Postell,SG,6-5,215,"February 26, 1978",us US,R,St. John's
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,11,Michigan
50,Felton Spencer,C,7-0,265,"January 15, 1968",us US,10,Louisville
8,Latrell Sprewell,SF,6-5,190,"September 8, 1970",us US,8,Alabama
25,Erick Strickland,PG,6-3,210,"November 25, 1973",us US,4,Nebraska
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,5,TCU
21,Charlie Ward,PG,6-2,190,"October 12, 1970",us US,6,Florida State
