No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,4,
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,4,Little Rock
40,Greg Foster,C,6-11,240,"October 3, 1968",us US,10,"UCLA, Texas-El Paso"
17,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,9,UNC
3,Devean George,SF,6-8,220,"August 29, 1977",us US,1,Augsburg College
54,Horace Grant,PF,6-10,215,"July 4, 1965",us US,13,Clemson
4,Ron Harper,PG,6-6,185,"January 20, 1964",us US,14,Miami University
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,8,Alabama
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,2,Nebraska
35,Mark Madsen,PF,6-9,240,"January 28, 1976",us US,R,Stanford
14,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",ua UA,R,
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,8,LSU
12,Mike Penberthy,PG,6-3,185,"November 29, 1974",us US,R,Master's College
7,Isaiah Rider,SG,6-5,215,"March 12, 1971",us US,7,UNLV
20,Brian Shaw,SG,6-6,190,"March 22, 1966",us US,11,"Saint Mary's, UC Santa Barbara"
