No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
32,Deng Adel,SF,6-7,200,"February 1, 1997",ss SS,R,Louisville
4,Jaron Blossomgame,SF,6-8,220,"September 16, 1993",us US,R,Clemson
10,Alec Burks,SG,6-6,214,"July 20, 1991",us US,7,Colorado
3,Marquese Chriss,PF,6-9,240,"July 2, 1997",us US,2,Washington
8,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,4,"Tulsa, Missouri"
15,Sam Dekker,PF,6-9,230,"May 6, 1994",us US,3,Wisconsin
18,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au AU,5,Saint Mary's
9,Channing Frye,C,7-0,255,"May 17, 1983",us US,12,Arizona
55,Andrew Harrison,PG,6-6,213,"October 28, 1994",us US,2,Kentucky
3,George Hill,PG,6-4,188,"May 4, 1986",us US,10,IUPUI
10,John Holland,SF,6-5,205,"November 6, 1988",us US,2,Boston University
1,Rodney Hood,SG,6-8,208,"October 20, 1992",us US,4,"Mississippi State, Duke"
21,Jalen Jones,SF,6-7,220,"May 27, 1993",us US,1,Texas A&M
20,Brandon Knight,PG,6-2,182,"December 2, 1991",us US,6,Kentucky
26,Kyle Korver,PF,6-7,212,"March 17, 1981",us US,15,Creighton
0,Kevin Love,PF,6-8,251,"September 7, 1988",us US,10,UCLA
3,Patrick McCaw,SG,6-7,181,"October 25, 1995",us US,2,UNLV
22,Larry Nance Jr.,C,6-8,245,"January 1, 1993",us US,3,Wyoming
12,David Nwaba,SF,6-5,219,"January 14, 1993",us US,2,Cal Poly
16,Cedi Osman,SF,6-7,230,"April 8, 1995",mk MK,1,
3,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,3,Murray State
2,Collin Sexton,PG,6-3,190,"January 4, 1999",us US,R,Alabama
3,Kobi Simmons,PG,6-5,166,"July 4, 1997",us US,1,Arizona
5,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,14,
1,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,4,Michigan
13,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,7,Texas
41,Ante Žižić,C,6-10,266,"January 4, 1997",hr HR,1,
