No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Jordan Bell,C,6-8,216,"January 7, 1995",us US,1,Oregon
12,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,13,Utah
4,Quinn Cook,PG,6-1,180,"March 23, 1993",us US,2,Duke
0,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,8,Kentucky
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,9,Davidson
32,Marcus Derrickson,PF,6-7,249,"February 1, 1996",us US,R,Georgetown
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,11,Texas
10,Jacob Evans,SG,6-4,210,"June 18, 1997",us US,R,Cincinnati
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,6,Michigan State
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,14,Arizona
21,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se SE,8,
15,Damian Jones,C,6-11,245,"June 30, 1995",us US,2,Vanderbilt
1,Damion Lee,SG,6-5,210,"October 21, 1992",us US,1,"Drexel, Louisville"
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,13,
5,Kevon Looney,C,6-9,222,"February 6, 1996",us US,3,UCLA
28,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",us US,1,Green Bay
11,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,7,Washington State
