No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Jaylen Adams,PG,6-0,225,"May 4, 1996",us US,R,St. Bonaventure
1,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,3,Virginia
24,Kent Bazemore,SG,6-4,195,"July 1, 1989",us US,6,Old Dominion
95,DeAndre' Bembry,SG,6-5,210,"July 4, 1994",us US,2,Saint Joseph's
15,Vince Carter,PF,6-6,220,"January 26, 1977",us US,20,UNC
20,John Collins,PF,6-9,235,"September 23, 1997",us US,1,Wake Forest
4,Deyonta Davis,C,6-11,237,"December 2, 1996",us US,2,Michigan State
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,5,USC
2,Tyler Dorsey,SG,6-5,183,"February 18, 1996",us US,1,Oregon
5,Daniel Hamilton,SG,6-7,195,"August 8, 1995",us US,1,UConn
3,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,R,Maryland
8,Isaac Humphries,C,7-0,255,"January 5, 1998",au AU,R,Kentucky
5,B.J. Johnson,SF,6-7,200,"December 21, 1995",us US,R,"Syracuse, La Salle"
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,5,Maryland
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,8,Harvard University
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,6,Duke
22,Alex Poythress,PF,6-9,235,"September 6, 1993",us US,2,Kentucky
12,Taurean Prince,SF,6-6,218,"March 22, 1994",us US,2,Baylor
8,Jordan Sibert,SG,6-4,187,"August 1, 1992",us US,R,"Ohio State, Dayton"
6,Omari Spellman,PF,6-8,245,"July 21, 1997",us US,R,Villanova
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,R,Oklahoma
45,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,6,UNC
