No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
43,Jonah Bolden,PF,6-8,220,"January 2, 1996",au AU,R,UCLA
00,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,11,Florida
23,Jimmy Butler,SF,6-7,230,"September 14, 1989",us US,7,Marquette
22,Wilson Chandler,PF,6-8,235,"May 10, 1987",us US,10,DePaul
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,5,Tennessee State
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,2,Kansas
11,James Ennis III,SF,6-6,215,"July 1, 1990",us US,4,Cal State Long Beach
20,Markelle Fultz,SG,6-4,209,"May 29, 1998",us US,1,Washington
33,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,7,Tennessee
7,Haywood Highsmith,SF,6-7,220,"December 9, 1996",us US,R,Wheeling University
11,Demetrius Jackson,PG,6-1,201,"September 7, 1994",us US,2,Notre Dame
5,Amir Johnson,C,6-9,240,"May 1, 1987",us US,13,
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,1,
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,3,
12,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,3,"Duquesne, Arizona"
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,R,SMU
55,Greg Monroe,C,6-11,265,"June 4, 1990",us US,8,Georgetown
31,Mike Muscala,PF,6-10,240,"July 1, 1991",us US,5,Bucknell
0,Justin Patton,C,6-11,241,"June 14, 1997",us US,1,Creighton
17,JJ Redick,SG,6-3,200,"June 24, 1984",us US,12,Duke
9,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,2,
1,Mike Scott,PF,6-7,237,"July 16, 1988",us US,6,Virginia
"1, 23",Landry Shamet,SG,6-4,190,"March 13, 1997",us US,R,Wichita State
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,1,LSU
14,Jonathon Simmons,SF,6-6,195,"September 14, 1989",us US,3,Houston
8,Zhaire Smith,SG,6-3,205,"June 4, 1999",us US,R,Texas Tech
