No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr GR,5,
6,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,8,Kentucky
13,Malcolm Brogdon,SG,6-4,229,"December 11, 1992",us US,2,Virginia
23,Sterling Brown,SG,6-5,219,"February 10, 1995",us US,1,SMU
7,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us US,5,Murray State
50,Bonzie Colson,SF,6-6,224,"January 12, 1996",us US,R,Notre Dame
24,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,3,Notre Dame
8,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au AU,5,Saint Mary's
9,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,R,Villanova
0,Trevon Duval,PG,6-2,189,"August 3, 1998",us US,R,Duke
12,Tim Frazier,PG,6-0,170,"November 1, 1990",us US,4,Penn State
17,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,17,
31,John Henson,C,6-9,219,"December 28, 1990",us US,6,UNC
3,George Hill,PG,6-4,188,"May 4, 1986",us US,10,IUPUI
77,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,10,
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,10,Stanford
7,Thon Maker,C,7-0,221,"February 25, 1997",ss SS,2,
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,6,Texas A&M
41,Nikola Mirotić,PF,6-10,250,"February 11, 1991",me ME,4,
30,Jaylen Morris,SG,6-5,185,"September 19, 1995",us US,1,Molloy
20,Jason Smith,PF,7-0,240,"March 2, 1986",us US,10,Colorado State
21,Tony Snell,SF,6-6,213,"November 10, 1991",us US,5,New Mexico
5,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,1,Michigan
35,Christian Wood,PF,6-8,214,"September 27, 1995",us US,2,UNLV
