No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Dairis Bertāns,SG,6-4,200,"September 9, 1989",lv LV,R,
2,Ian Clark,SG,6-3,175,"March 7, 1991",us US,5,Belmont
23,Anthony Davis,C,6-10,253,"March 11, 1993",us US,6,Kentucky
13,Cheick Diallo,PF,6-8,219,"September 13, 1996",ml ML,2,Kansas
10,Tim Frazier,PG,6-0,170,"November 1, 1990",us US,4,Penn State
1,Andrew Harrison,PG,6-6,213,"October 28, 1994",us US,2,Kentucky
44,Solomon Hill,SF,6-6,226,"March 18, 1991",us US,5,Arizona
11,Jrue Holiday,SG,6-4,205,"June 12, 1990",us US,9,UCLA
15,Frank Jackson,PG,6-3,205,"May 4, 1998",us US,R,Duke
3,Stanley Johnson,SF,6-6,242,"May 29, 1996",us US,3,Arizona
33,Wesley Johnson,SF,6-7,215,"July 11, 1987",us US,8,"Iowa State, Syracuse"
21,Darius Miller,SF,6-6,225,"March 21, 1990",us US,4,Kentucky
3,Nikola Mirotić,PF,6-10,250,"February 11, 1991",me ME,4,
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,7,Purdue
8,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,3,Duke
4,Elfrid Payton,PG,6-3,195,"February 22, 1994",us US,4,Louisiana
30,Julius Randle,PF,6-8,250,"November 29, 1994",us US,4,Kentucky
14,Jason Smith,C,7-0,240,"March 2, 1986",us US,10,Colorado State
34,Kenrich Williams,SF,6-6,210,"December 2, 1994",us US,R,TCU
35,Christian Wood,PF,6-8,214,"September 27, 1995",us US,2,UNLV
