No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,12,Texas
18,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,11,
42,Dāvis Bertāns,PF,6-10,225,"November 12, 1992",lv LV,2,
33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,9,Villanova
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,9,USC
14,Drew Eubanks,PF,6-9,245,"February 1, 1997",us US,R,Oregon State
11,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,2,Michigan State
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,17,
22,Rudy Gay,PF,6-8,250,"August 17, 1986",us US,12,UConn
7,Chimezie Metu,PF,6-9,225,"March 22, 1997",us US,R,USC
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,9,Saint Mary's
28,Donatas Motiejūnas,PF,7-0,222,"September 20, 1990",lt LT,5,
25,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,2,Utah
3,Quincy Pondexter,SF,6-7,230,"March 10, 1988",us US,6,Washington
1,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,R,Miami (FL)
4,Derrick White,PG,6-4,190,"July 2, 1994",us US,1,"Colorado-Colorado Springs, Colorado"
