No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,6,Baylor
15,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,10,California
3,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,14,UCLA
22,Deandre Ayton,C,7-0,250,"July 23, 1998",bs BS,R,Arizona
35,Dragan Bender,PF,7-0,225,"November 17, 1997",ba BA,2,
1,Devin Booker,SG,6-6,206,"October 30, 1996",us US,3,Kentucky
25,Mikal Bridges,SF,6-6,209,"August 30, 1996",us US,R,Villanova
0,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us US,5,Murray State
4,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,17,
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,18,Michigan
30,Troy Daniels,SG,6-4,200,"July 15, 1991",us US,5,VCU
0,Jawun Evans,PG,6-0,185,"July 26, 1996",us US,1,Oklahoma State
32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",us US,5,BYU
21,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,3,Bowling Green
20,Josh Jackson,SG,6-8,207,"February 10, 1997",us US,1,Kansas
16,Tyler Johnson,PG,6-3,186,"May 7, 1992",us US,4,Fresno State
8,George King,SF,6-6,225,"January 15, 1994",us US,R,Colorado
14,De'Anthony Melton,PG,6-2,200,"May 28, 1998",us US,R,USC
23,Eric Moreland,PF,6-10,238,"December 24, 1991",us US,3,Oregon State
2,Elie Okobo,PG,6-3,190,"October 23, 1997",fr FR,R,
3,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,3,Kansas
26,Ray Spalding,PF,6-10,215,"March 11, 1997",us US,R,Louisville
10,Emanuel Terry,PF,6-9,220,"August 21, 1996",us US,R,Lincoln Memorial
12,T.J. Warren,SF,6-8,220,"September 5, 1993",us US,4,NC State
