No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,6,Arkansas
11,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,8,Texas
22,Wilson Chandler,SF,6-8,235,"May 10, 1987",us US,10,DePaul
31,Ángel Delgado,C,6-10,245,"November 20, 1994",do DO,R,Seton Hall
8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",it IT,9,
2,Shai Gilgeous-Alexander,PG,6-6,180,"July 12, 1998",ca CA,R,Kentucky
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,11,
4,JaMychal Green,PF,6-8,227,"June 21, 1990",us US,4,Alabama
5,Montrezl Harrell,C,6-7,240,"January 26, 1994",us US,3,Louisville
34,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,7,Tennessee
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,3,
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,10,UCLA
15,Johnathan Motley,PF,6-8,230,"May 4, 1995",us US,1,Baylor
10,Jerome Robinson,SG,6-4,190,"February 22, 1997",us US,R,Boston College
30,Mike Scott,PF,6-7,237,"July 16, 1988",us US,6,Virginia
20,Landry Shamet,SG,6-4,190,"March 13, 1997",us US,R,Wichita State
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,8,LSU
4,Miloš Teodosić,PG,6-5,196,"March 19, 1987",rs RS,1,
0,Sindarius Thornwell,SG,6-4,215,"November 15, 1994",us US,1,South Carolina
9,Tyrone Wallace,PG,6-5,198,"June 10, 1994",us US,1,California
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,13,
40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba BA,2,
