No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Kadeem Allen,PG,6-1,200,"January 15, 1993",us US,1,Arizona
31,Ron Baker,SG,6-4,220,"March 30, 1993",us US,2,Wichita State
23,Trey Burke,PG,6-0,185,"November 12, 1992",us US,5,Michigan
21,Damyean Dotson,SG,6-5,210,"May 6, 1994",us US,1,"Oregon, Houston"
13,Henry Ellenson,PF,6-10,240,"January 13, 1997",us US,2,Marquette
0,Enes Freedom,C,6-10,250,"May 20, 1992",ch CH,7,Kentucky
3,Billy Garrett,SG,6-6,213,"October 16, 1994",us US,R,DePaul
3,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",us US,5,Michigan
8,Mario Hezonja,SF,6-8,220,"February 25, 1995",hr HR,3,
4,Isaiah Hicks,PF,6-9,230,"July 24, 1994",us US,1,UNC
30,John Jenkins,SG,6-4,215,"March 6, 1991",us US,5,Vanderbilt
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,10,Texas A&M
20,Kevin Knox,PF,6-7,215,"August 11, 1999",us US,R,Kentucky
2,Luke Kornet,C,7-2,250,"July 15, 1995",us US,1,Vanderbilt
5,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,10,Western Kentucky
23,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,9,Marquette
1,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",cd CD,3,
11,Frank Ntilikina,PG,6-4,200,"July 28, 1998",be BE,1,
26,Mitchell Robinson,C,7-0,240,"April 1, 1998",us US,R,Western Kentucky
5,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,1,NC State
42,Lance Thomas,PF,6-8,240,"April 24, 1988",us US,7,Duke
14,Allonzo Trier,SG,6-4,200,"January 17, 1996",us US,R,Arizona
32,Noah Vonleh,PF,6-10,257,"August 24, 1995",us US,4,Indiana
