No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Rawle Alkins,SG,6-5,225,"October 29, 1997",us US,R,Arizona
51,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",us US,1,Villanova
9,Antonio Blakeney,SG,6-4,192,"October 4, 1996",us US,1,LSU
34,Wendell Carter Jr.,C,6-10,270,"April 16, 1999",us US,R,Duke
32,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,2,Providence
6,Cristiano Felício,C,6-11,270,"July 7, 1992",br BR,3,
3,Shaquille Harrison,SG,6-4,190,"October 6, 1993",us US,1,Tulsa
7,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,5,Washington
15,Chandler Hutchison,SF,6-6,210,"April 26, 1996",us US,R,Boise State
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,4,UCLA
25,Walt Lemon Jr.,PG,6-3,180,"July 26, 1992",us US,1,Bradley
42,Robin Lopez,C,7-1,281,"April 1, 1988",us US,10,Stanford
7,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,2,
24,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi FI,1,Arizona
2,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,4,Duke
22,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,3,Murray State
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,5,Georgetown
5,Bobby Portis,PF,6-10,250,"February 10, 1995",us US,3,Arkansas
44,Brandon Sampson,SG,6-5,184,"May 1, 1997",us US,R,LSU
41,JaKarr Sampson,SF,6-7,214,"March 20, 1993",us US,3,St. John's
14,Wayne Selden,SG,6-5,230,"September 30, 1994",us US,2,Kansas
0,Tyler Ulis,PG,5-10,160,"January 5, 1996",us US,2,Kentucky
