No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Álex Abrines,SG,6-6,200,"August 1, 1993",es ES,2,
12,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,5,Pitt
30,Deonte Burton,SG,6-4,240,"January 31, 1994",us US,R,"Marquette, Iowa State"
34,Tyler Davis,C,6-10,266,"May 22, 1997",us US,R,Texas A&M
6,Hamidou Diallo,SG,6-5,202,"July 31, 1998",us US,R,Kentucky
8,Jawun Evans,PG,6-0,185,"July 26, 1996",us US,1,Oklahoma State
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,13,UNC
23,Terrance Ferguson,SG,6-6,190,"May 17, 1998",us US,1,
13,Paul George,SF,6-8,220,"May 2, 1990",us US,8,Fresno State
9,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,4,Syracuse
15,Donte Grantham,SF,6-8,215,"March 19, 1995",us US,R,Clemson
7,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,2,
5,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,7,Kansas
11,Abdel Nader,SF,6-5,225,"September 25, 1993",eg EG,1,"Northern Illinois, Iowa State"
3,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,4,Kentucky
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,8,Kentucky
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,5,
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,10,UCLA
