No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Kyle Anderson,SF,6-9,230,"September 20, 1993",us US,4,UCLA
0,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,8,Texas
24,Dillon Brooks,SF,6-6,225,"January 22, 1996",ca CA,1,Oregon
8,MarShon Brooks,SG,6-5,200,"January 26, 1989",us US,4,Providence
5,Bruno Caboclo,PF,6-9,218,"September 21, 1995",br BR,4,
3,Jevon Carter,PG,6-1,200,"September 14, 1995",us US,R,West Virginia
18,Omri Casspi,SF,6-9,225,"June 22, 1988",il IL,9,
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,11,Ohio State
22,Tyler Dorsey,SG,6-5,183,"February 18, 1996",us US,1,Oregon
33,Marc Gasol,C,6-11,255,"January 29, 1985",es ES,10,
0,JaMychal Green,PF,6-8,227,"June 21, 1990",us US,4,Alabama
8,Dusty Hannahs,SG,6-3,210,"September 2, 1993",us US,R,"Texas Tech, Arkansas"
5,Andrew Harrison,PG,6-6,213,"October 28, 1994",us US,2,Kentucky
7,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,5,Washington
13,Jaren Jackson Jr.,PF,6-10,242,"September 15, 1999",us US,R,Michigan State
6,Shelvin Mack,PG,6-3,203,"April 22, 1990",us US,7,Butler
6,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,13,
55,Joakim Noah,C,6-11,230,"February 25, 1985",us US,11,Florida
25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us US,7,Florida
10,Ivan Rabb,PF,6-10,220,"February 4, 1997",us US,1,California
7,Wayne Selden,SG,6-5,230,"September 30, 1994",us US,2,Kansas
20,D.J. Stephens,SG,6-5,188,"December 19, 1990",us US,1,Memphis
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,8,LSU
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,6,
4,Julian Washburn,SF,6-8,210,"December 18, 1991",us US,R,Texas-El Paso
12,Yuta Watanabe,SF,6-9,215,"October 13, 1994",jp JP,R,George Washington
2,Delon Wright,PG,6-5,185,"April 26, 1992",us US,3,Utah
45,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,6,UNC
