No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",us US,8,Wake Forest
2,Wade Baldwin,PG,6-4,200,"March 29, 1996",us US,2,Vanderbilt
33,Zach Collins,C,6-11,250,"November 19, 1997",us US,1,Gonzaga
31,Seth Curry,SG,6-1,185,"August 23, 1990",us US,4,"Liberty, Duke"
0,Enes Freedom,C,6-10,250,"May 20, 1992",ch CH,7,Kentucky
4,Maurice Harkless,SF,6-7,220,"May 11, 1993",us US,6,St. John's
5,Rodney Hood,SG,6-8,208,"October 20, 1992",us US,4,"Mississippi State, Duke"
17,Skal Labissière,PF,6-10,235,"March 18, 1996",ht HT,2,Kentucky
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,2,Maryland
11,Meyers Leonard,C,7-0,260,"February 27, 1992",us US,6,Illinois
0,Damian Lillard,PG,6-2,195,"July 15, 1990",us US,6,Weber State
3,CJ McCollum,SG,6-3,190,"September 19, 1991",us US,5,Lehigh
27,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,4,
24,Anfernee Simons,SG,6-3,181,"June 8, 1999",us US,R,
6,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,4,Michigan
50,Caleb Swanigan,PF,6-9,260,"April 18, 1997",us US,1,Purdue
9,Gary Trent Jr.,SG,6-5,209,"January 18, 1999",us US,R,Duke
1,Evan Turner,PG,6-6,220,"October 27, 1988",us US,8,Ohio State
