No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Bruce Brown,SG,6-4,202,"August 15, 1996",us US,R,Miami (FL)
25,Reggie Bullock,SG,6-6,205,"March 16, 1991",us US,5,UNC
81,José Calderón,PG,6-3,200,"September 28, 1981",es ES,13,
0,Andre Drummond,C,6-11,279,"August 10, 1993",us US,6,UConn
8,Henry Ellenson,PF,6-10,240,"January 13, 1997",us US,2,Marquette
20,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,9,UNC
9,Langston Galloway,SG,6-1,200,"December 9, 1991",us US,4,Saint Joseph's
23,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,8,Oklahoma
1,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,7,Boston College
7,Stanley Johnson,SF,6-6,242,"May 29, 1996",us US,3,Arizona
5,Luke Kennard,SG,6-5,206,"June 24, 1996",us US,1,Duke
30,Jon Leuer,PF,6-10,228,"May 14, 1989",us US,7,Wisconsin
18,Zach Lofton,SG,6-4,180,"November 18, 1992",us US,R,"Illinois State, Texas Southern, New Mexico State"
24,Kalin Lucas,PG,6-1,195,"May 24, 1989",us US,1,Michigan State
7,Thon Maker,PF,7-0,221,"February 25, 1997",ss SS,2,
19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua UA,R,Kansas
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,15,
22,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,4,Michigan
14,Ish Smith,PG,6-0,175,"July 5, 1988",us US,8,Wake Forest
13,Khyri Thomas,SG,6-3,210,"May 8, 1996",us US,R,Creighton
