No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
37,Kostas Antetokounmpo,PF,6-10,200,"November 20, 1997",gr GR,R,Dayton
5,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,12,Northeastern University
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,6,UNC
45,Ryan Broekhoff,SG,6-6,215,"August 23, 1990",au AU,R,Valparaiso
13,Jalen Brunson,PG,6-2,190,"August 31, 1996",us US,R,Villanova
23,Trey Burke,PG,6-0,185,"November 12, 1992",us US,5,Michigan
77,Luka Dončić,SG,6-7,230,"February 28, 1999",si SI,R,
10,Dorian Finney-Smith,SF,6-7,220,"May 4, 1993",us US,2,Florida
11,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",us US,5,Michigan
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,14,Wisconsin
44,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,1,UNC
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,10,Texas A&M
42,Maxi Kleber,PF,6-10,240,"January 29, 1992",de DE,1,
1,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,10,Western Kentucky
3,Daryl Macon,SG,6-2,185,"November 29, 1995",us US,R,Arkansas
23,Wesley Matthews,SF,6-5,220,"October 14, 1986",us US,9,Marquette
50,Salah Mejri,C,7-2,235,"June 15, 1986",tn TN,3,
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,20,
7,Dwight Powell,C,6-10,240,"July 20, 1991",ca CA,4,Stanford
1,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,1,NC State
26,Ray Spalding,PF,6-10,215,"March 11, 1997",us US,R,Louisville
