No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Chris Andersen,PF,6-10,245,"July 7, 1978",us US,2,Blinn College
15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,R,Syracuse
20,Jon Barry,SG,6-4,195,"July 25, 1969",us US,11,"University of the Pacific, Georgia Tech"
32,Ryan Bowen,PF,6-7,215,"November 20, 1975",us US,4,Iowa
11,Earl Boykins,SG,5-5,135,"June 2, 1976",us US,5,Eastern Michigan
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,7,UMass
51,Michael Doleac,C,6-11,262,"June 15, 1977",us US,5,Utah
56,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,R,California
31,Nenê,PF,6-11,250,"September 13, 1982",br BR,1,
1,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,8,Minnesota
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,4,Utah
41,Mark Pope,PF,6-10,235,"September 11, 1972",us US,4,"Washington, Kentucky"
4,Jeff Trepagnier,SG,6-4,200,"July 11, 1979",us US,2,USC
22,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",ge GE,1,
5,Rodney White,SF,6-9,238,"June 28, 1980",us US,2,UNC Charlotte
