No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,4,Clemson
44,Derrick Coleman,C,6-10,230,"June 21, 1967",us US,13,Syracuse
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,1,Seton Hall
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,R,Detroit Mercy
42,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,3,St. John's
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,7,Georgetown
25,Marc Jackson,PF,6-10,270,"January 16, 1975",us US,3,"VCU, Temple"
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,R,Creighton
0,Amal McCaskill,C,6-11,235,"October 28, 1973",us US,3,Marquette
8,Aaron McKie,SF,6-5,209,"October 2, 1972",us US,9,Temple
31,Glenn Robinson,SF,6-7,225,"January 10, 1973",us US,9,Purdue
7,John Salmons,SG,6-7,210,"December 12, 1979",us US,1,Miami (FL)
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,8,Michigan State
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,4,New Mexico
