No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,T.J. Ford,PG,6-0,165,"March 24, 1983",us US,R,Texas
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,1,UCLA
12,Marcus Haislip,PF,6-10,230,"December 22, 1980",us US,1,Tennessee
19,Damon Jones,PG,6-3,185,"August 25, 1976",us US,5,Houston
6,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,6,Stanford
7,Toni Kukoč,PF,6-10,192,"September 18, 1968",hr HR,10,
3,Dan Langhi,SF,6-11,220,"November 28, 1977",us US,3,Vanderbilt
24,Desmond Mason,SF,6-7,224,"October 11, 1977",us US,3,Oklahoma State
6,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,3,Minnesota
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,3,Ohio State
15,Daniel Santiago,C,7-1,256,"June 24, 1976",us US,2,"New Mexico, Saint Vincent College"
54,Brian Skinner,C,6-9,255,"May 19, 1976",us US,5,Baylor
8,Joe Smith,PF,6-10,225,"July 26, 1975",us US,8,Maryland
20,Erick Strickland,PG,6-3,210,"November 25, 1973",us US,7,Nebraska
5,Tim Thomas,SF,6-10,230,"February 26, 1977",us US,6,Villanova
44,Keith Van Horn,SF,6-10,220,"October 23, 1975",us US,6,Utah
