No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,4,South Florida
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,6,Colorado
41,Elden Campbell,C,6-11,215,"July 23, 1968",us US,13,Clemson
44,Hubert Davis,SG,6-5,183,"May 17, 1970",us US,11,UNC
24,Tremaine Fowlkes,SF,6-8,220,"April 11, 1976",us US,2,"California, Fresno State"
8,Darvin Ham,SF,6-7,220,"July 23, 1973",us US,6,Texas Tech
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,4,UConn
10,Lindsey Hunter,SG,6-2,170,"December 3, 1970",us US,10,"Alcorn State, Jackson State University"
7,Mike James,PG,6-2,188,"June 23, 1975",us US,2,Duquesne
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,R,
13,Mehmet Okur,PF,6-11,249,"May 26, 1979",tr TR,1,
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,1,Kentucky
39,Željko Rebrača,C,7-0,257,"April 9, 1972",rs RS,2,
5,Bob Sura,SG,6-5,200,"March 25, 1973",us US,8,Florida State
3,Ben Wallace,C,6-9,240,"September 10, 1974",us US,7,Virginia Union University
30,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us US,8,UNC
34,Corliss Williamson,PF,6-7,245,"December 4, 1973",us US,8,Arkansas
