No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,10,Florida State
44,Ndudi Ebi,SF,6-9,200,"June 18, 1984",gb GB,R,
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,8,
5,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us US,5,Houston
23,Trenton Hassell,SG,6-5,200,"March 4, 1979",us US,2,Austin Peay State University
32,Fred Hoiberg,SG,6-4,203,"October 15, 1972",us US,8,Iowa State
16,Troy Hudson,PG,6-1,170,"March 13, 1976",us US,6,"Missouri, Southern Illinois"
40,Ervin Johnson,C,6-11,245,"December 21, 1967",us US,10,New Orleans
24,Quincy Lewis,SF,6-7,215,"June 26, 1977",us US,3,Minnesota
35,Mark Madsen,C,6-9,240,"January 28, 1976",us US,3,Stanford
15,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,8,UCLA
4,Keith McLeod,PG,6-2,188,"November 5, 1979",us US,R,Bowling Green
3,Oliver Miller,C,6-9,280,"April 6, 1970",us US,8,Arkansas
34,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,5,University of the Pacific
8,Latrell Sprewell,SF,6-5,190,"September 8, 1970",us US,11,Alabama
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,4,Miami University
20,Gary Trent,C,6-8,250,"September 22, 1974",us US,8,Ohio University
