No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,4,South Florida
42,Vin Baker,PF,6-11,232,"November 23, 1971",us US,10,University of Hartford
11,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,R,UNLV
13,Dana Barros,SG,5-11,163,"April 13, 1967",us US,13,Boston College
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,6,Texas Tech
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,3,Pitt
5,Kedrick Brown,SF,6-7,222,"March 18, 1981",us US,2,Okaloosa-Walton Community College
12,Ricky Davis,SF,6-6,195,"September 23, 1979",us US,5,Iowa
56,Brandon Hunter,PF,6-7,260,"November 24, 1980",us US,R,Ohio University
13,Mike James,PG,6-2,188,"June 23, 1975",us US,2,Duquesne
20,Jumaine Jones,SG,6-8,218,"February 10, 1979",us US,4,Georgia
45,Raef LaFrentz,C,6-11,240,"May 29, 1976",us US,5,Kansas
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,7,Kentucky
4,Chris Mihm,C,7-0,265,"July 16, 1979",us US,3,Texas
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,R,
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,5,Kansas
5,Michael Stewart,C,6-10,230,"April 25, 1975",fr FR,6,California
44,Jiří Welsch,SG,6-7,208,"January 27, 1980",cz CZ,1,
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,8,"Vincennes University, Providence"
