No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,2,Arizona
35,Lonny Baxter,PF,6-8,260,"January 27, 1979",us US,1,Maryland
2,Steve Blake,PG,6-3,172,"February 26, 1980",us US,R,Maryland
21,Torraye Braggs,PF,6-8,245,"May 15, 1976",us US,R,Xavier
5,Kwame Brown,PF,6-11,270,"March 10, 1982",us US,2,
32,Mitchell Butler,SG,6-5,210,"December 15, 1970",us US,7,UCLA
3,Juan Dixon,SG,6-3,164,"October 9, 1978",us US,1,Maryland
24,Jarvis Hayes,SF,6-7,220,"August 9, 1981",us US,R,"Western Carolina University, Georgia"
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,2,UNC
20,Larry Hughes,SG,6-5,184,"January 23, 1979",us US,5,Saint Louis
1,Jared Jeffries,PF,6-11,230,"November 25, 1981",us US,1,Indiana
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,6,Stanford
44,Christian Laettner,PF,6-11,235,"August 17, 1969",us US,11,Duke
42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",us US,8,UNC
36,Etan Thomas,C,6-9,256,"April 1, 1978",us US,2,Syracuse
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,5,Georgetown
12,Chris Whitney,PG,6-0,168,"October 5, 1971",us US,10,Clemson
