No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,7,
1,Maurice Carter,SG,6-5,210,"October 12, 1976",us US,R,LSU
7,Brian Cook,C,6-9,234,"December 4, 1980",us US,R,Illinois
2,Derek Fisher,SG,6-1,200,"August 9, 1974",us US,7,Little Rock
17,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,12,UNC
3,Devean George,SF,6-8,220,"August 29, 1977",us US,4,Augsburg College
54,Horace Grant,PF,6-10,215,"July 4, 1965",us US,16,Clemson
11,Karl Malone,PF,6-9,250,"July 24, 1963",us US,18,Louisiana Tech
14,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",ua UA,3,
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,11,LSU
12,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,1,Arkansas
20,Gary Payton,PG,6-4,180,"July 23, 1968",us US,13,Oregon State
21,Kareem Rush,SG,6-6,215,"October 30, 1980",us US,1,Missouri
9,Bryon Russell,SF,6-7,225,"December 31, 1970",us US,10,Cal State Long Beach
31,Jamal Sampson,C,6-11,235,"May 15, 1983",us US,1,California
5,Ime Udoka,SF,6-6,215,"August 9, 1977",us US,R,"San Francisco, Portland State"
4,Luke Walton,PF,6-8,235,"March 28, 1980",us US,R,Arizona
