No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,2,Florida International University
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,3,"Boston University, Florida International University"
22,Curtis Borchardt,C,7-0,240,"September 13, 1980",us US,R,Stanford
13,Keon Clark,PF,6-11,220,"April 16, 1975",us US,5,UNLV
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,2,Stanford
"5, 10",Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,1,
45,Paul Grant,C,7-0,245,"January 6, 1974",us US,1,"Boston College, Wisconsin"
42,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,11,NC State
44,Ben Handlogten,C,6-10,240,"November 16, 1973",us US,R,Western Michigan
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,5,Georgia Tech
47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",ru RU,2,
24,Raül López,PG,6-1,170,"April 15, 1980",es ES,R,
54,Mikki Moore,PF,6-11,225,"November 4, 1975",us US,5,Nebraska
00,Greg Ostertag,C,7-2,280,"March 6, 1973",us US,8,Kansas
11,Sasha Pavlović,SF,6-8,220,"November 15, 1983",me ME,R,
51,Michael Ruffin,PF,6-9,246,"January 21, 1977",us US,3,Tulsa
2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,3,
25,Mo Williams,SG,6-1,198,"December 19, 1982",us US,R,Alabama
