No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Robert Archibald,C,6-11,250,"March 29, 1980",gb GB,1,Illinois
"14, 42",Mengke Bateer,C,6-11,290,"November 20, 1975",cn CN,2,
35,Lonny Baxter,C,6-8,260,"January 27, 1979",us US,1,Maryland
44,Corie Blount,C,6-9,240,"January 4, 1969",us US,10,Cincinnati
4,Chris Bosh,C,6-11,235,"March 24, 1984",us US,R,Georgia Tech
"5, 33",Michael Bradley,PF,6-10,245,"April 18, 1979",us US,2,"Kentucky, Villanova"
9,Rick Brunson,PG,6-4,190,"June 14, 1972",us US,6,Temple
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,5,UNC
12,Michael Curry,SF,6-5,210,"August 22, 1968",us US,9,Georgia Southern University
33,Antonio Davis,C,6-9,215,"October 31, 1968",us US,10,Texas-El Paso
22,Dion Glover,SG,6-5,228,"October 22, 1978",us US,4,Georgia Tech
32,Chris Jefferies,SG,6-8,225,"February 13, 1980",us US,1,"Arkansas, Fresno State"
42,Donyell Marshall,PF,6-9,218,"May 18, 1973",us US,9,UConn
31,Roger Mason,SG,6-5,200,"September 10, 1980",us US,1,Virginia
6,Jérôme Moïso,PF,6-10,235,"June 15, 1978",fr FR,3,UCLA
21,Lamond Murray,SF,6-7,236,"April 20, 1973",us US,8,California
10,Milt Palacio,PG,6-3,195,"February 7, 1978",us US,4,"Midland College, Colorado State"
2,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,1,Arkansas
24,Morris Peterson,SF,6-7,218,"August 26, 1977",us US,3,Michigan State
5,Jalen Rose,PG,6-8,210,"January 30, 1973",us US,9,Michigan
1,Rod Strickland,PG,6-3,175,"July 11, 1966",us US,15,DePaul
20,Alvin Williams,SG,6-5,185,"August 6, 1974",us US,6,Villanova
13,Jerome Williams,PF,6-9,206,"May 10, 1973",us US,7,Georgetown
