No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Robert Archibald,PF,6-11,250,"March 29, 1980",gb GB,1,Illinois
10,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br BR,R,
11,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs RS,R,
12,Howard Eisley,PG,6-2,177,"December 4, 1972",us US,9,Boston College
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,11,NC State
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,10,Memphis
4,Donnell Harvey,PF,6-8,220,"August 26, 1980",us US,3,Florida
23,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us US,1,Stanford
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,2,Arkansas
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,6,Stanford
30,Maciej Lampe,C,6-11,275,"February 5, 1985",pl PL,R,
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,7,Georgia Tech
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,4,"Vincennes University, UNLV"
14,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,7,Alabama
32,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,1,
15,Cezary Trybański,C,7-2,240,"September 22, 1979",pl PL,1,
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,3,UConn
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,5,Georgetown
47,Scott Williams,C,6-10,230,"March 21, 1968",us US,13,UNC
