No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Maurice Ager,SG,6-5,202,"February 9, 1984",us US,R,Michigan State
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,R,Northeastern University
1,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,7,Clemson
44,Austin Croshere,PF,6-9,235,"May 1, 1975",us US,9,Providence
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,10,Mississippi State
7,DeSagana Diop,C,7-0,300,"January 30, 1982",sn SN,5,
40,Devean George,SF,6-8,220,"August 29, 1977",us US,7,Augsburg College
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,2,Wisconsin
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,3,Wake Forest
28,D.J. Mbenga,C,7-0,245,"December 30, 1980",cd CD,2,
8,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,9,College of Charleston
21,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",gb GB,R,George Washington
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,8,
42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",us US,11,UNC
31,Jason Terry,SG,6-2,185,"September 15, 1977",us US,7,Arizona
45,Kevin Willis,PF,7-0,220,"September 6, 1962",us US,20,Michigan State
