No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,R,Texas
2,Dan Dickau,PG,6-0,190,"September 16, 1978",us US,4,"Washington, Gonzaga"
3,Juan Dixon,SG,6-3,164,"October 9, 1978",us US,4,Maryland
24,Stephen Graham,SG,6-6,215,"June 11, 1982",us US,1,"Central Florida, Oklahoma State"
1,Jarrett Jack,PG,6-3,200,"October 28, 1983",us US,1,Georgia Tech
0,Fred Jones,SG,6-4,210,"March 11, 1979",us US,4,Oregon
9,Raef LaFrentz,PF,6-11,240,"May 29, 1976",us US,8,Kansas
21,Jamaal Magloire,C,6-11,259,"May 21, 1978",ca CA,6,Kentucky
25,Travis Outlaw,PF,6-9,210,"September 18, 1984",us US,3,
10,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,6,Minnesota
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,5,Michigan State
3,Jeremy Richardson,SF,6-6,185,"March 1, 1984",us US,R,Delta State University
11,Sergio Rodríguez,PG,6-3,176,"June 12, 1986",es ES,R,
7,Brandon Roy,SG,6-6,215,"July 23, 1984",us US,R,Washington
24,Luke Schenscher,C,7-1,255,"December 31, 1982",au AU,1,Georgia Tech
5,Ime Udoka,SF,6-6,215,"August 9, 1977",us US,2,"San Francisco, Portland State"
8,Martell Webster,SF,6-7,230,"December 4, 1986",us US,1,
