No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
17,Brent Barry,SG,6-6,185,"December 31, 1971",us US,11,Oregon State
15,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,2,Florida
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,10,Cal State Fullerton
45,Jackie Butler,C,6-10,250,"March 10, 1985",us US,2,
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,9,Wake Forest
16,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,3,California
2,Melvin Ely,C,6-10,260,"May 2, 1978",us US,4,Fresno State
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,11,Wisconsin
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,4,
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,14,Alabama
7,Fabricio Oberto,C,6-10,245,"March 21, 1975",ar AR,1,
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,5,
14,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,2,
11,Jacque Vaughn,PG,6-1,190,"February 11, 1975",us US,9,Kansas
33,James White,SG,6-7,200,"October 21, 1982",us US,R,"Florida, Cincinnati"
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,11,"Vincennes University, Providence"
