No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,5,Arizona
32,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,1,
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,7,Penn State
3,Caron Butler,SF,6-7,228,"March 13, 1980",us US,4,UConn
6,Antonio Daniels,SG,6-4,195,"March 19, 1975",us US,9,Bowling Green
42,Mike Hall,SF,6-8,230,"June 5, 1984",us US,R,George Washington
24,Jarvis Hayes,SF,6-7,220,"August 9, 1981",us US,3,"Western Carolina University, Georgia"
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,5,UNC
4,Antawn Jamison,PF,6-9,223,"June 12, 1976",us US,8,UNC
54,James Lang,C,6-10,285,"October 17, 1983",us US,R,
8,Roger Mason,SG,6-5,200,"September 10, 1980",us US,2,Virginia
51,Michael Ruffin,PF,6-9,246,"January 21, 1977",us US,6,Tulsa
9,Darius Songaila,PF,6-9,248,"February 14, 1978",lt LT,3,Wake Forest
2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,6,
21,Donell Taylor,SG,6-6,180,"July 26, 1982",us US,1,"Okaloosa-Walton Community College, UAB"
36,Etan Thomas,C,6-9,256,"April 1, 1978",us US,5,Syracuse
