No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,R,UNLV
25,Rodney Carney,SF,6-7,205,"April 15, 1984",us US,R,Memphis
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,4,Seton Hall
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,3,Detroit Mercy
44,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,11,Indiana
45,Steven Hunter,PF,7-0,220,"October 31, 1981",us US,5,DePaul
9,Andre Iguodala,SG,6-6,215,"January 28, 1984",us US,2,Arizona
3,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,10,Georgetown
11,Bobby Jones,SF,6-7,215,"January 9, 1984",us US,R,Washington
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,3,Creighton
31,Ivan McFarlin,PF,6-8,240,"April 26, 1982",us US,R,Oklahoma State
7,Andre Miller,PG,6-3,200,"March 19, 1976",us US,7,Utah
12,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,9,UConn
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,1,Duke
8,Joe Smith,PF,6-10,225,"July 26, 1975",us US,11,Maryland
30,Steven Smith,PF,6-8,235,"April 12, 1983",us US,R,La Salle
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,13,Michigan
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,1,
