No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Kelenna Azubuike,SG,6-5,220,"December 16, 1983",gb GB,R,Kentucky
22,Matt Barnes,PF,6-7,226,"March 9, 1980",us US,3,UCLA
15,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv LV,2,
5,Baron Davis,PG,6-3,209,"April 13, 1979",us US,7,UCLA
9,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,1,Arizona State
34,Mike Dunleavy,PF,6-9,230,"September 15, 1980",us US,4,Duke
8,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,1,
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,9,Colgate
3,Al Harrington,PF,6-9,230,"February 17, 1980",us US,8,
1,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,6,Butler County Community College
33,Šarūnas Jasikevičius,PG,6-4,195,"March 5, 1976",lt LT,1,Maryland
12,Renaldo Major,PF,6-7,200,"May 7, 1982",us US,R,"South Plains College, Fresno State"
4,Keith McLeod,PG,6-2,188,"November 5, 1979",us US,3,Bowling Green
1,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,5,Notre Dame
26,Patrick O'Bryant,C,7-0,260,"June 20, 1986",us US,R,Bradley
2,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp GP,3,
21,Josh Powell,PF,6-9,225,"January 25, 1983",us US,1,NC State
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,5,Michigan State
3,Anthony Roberson,PG,6-2,180,"February 14, 1983",us US,1,Florida
0,Dajuan Wagner,SG,6-2,200,"February 4, 1983",us US,3,Memphis
