No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,9,Colorado
8,Will Blalock,PG,6-0,205,"September 8, 1983",us US,R,Iowa State
34,Dale Davis,C,6-11,230,"March 25, 1969",us US,15,Clemson
20,Carlos Delfino,SG,6-6,230,"August 29, 1982",ar AR,2,
12,Ronald Dupree,SF,6-7,209,"January 26, 1981",us US,3,LSU
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,7,UConn
10,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us US,13,"Alcorn State, Jackson State University"
25,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,1,
54,Jason Maxiell,C,6-7,260,"February 18, 1983",us US,1,Cincinnati
24,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,10,Alabama
13,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,8,Kentucky
6,Ronald Murray,SG,6-4,190,"July 29, 1979",us US,4,"Meridian Community College, Shaw"
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,4,Kentucky
36,Rasheed Wallace,C,6-11,225,"September 17, 1974",us US,11,UNC
84,Chris Webber,PF,6-10,245,"March 1, 1973",us US,13,Michigan
