No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
54,Kwame Brown,C,6-11,270,"March 10, 1982",us US,5,
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,10,
17,Andrew Bynum,C,7-0,285,"October 27, 1987",us US,1,
43,Brian Cook,PF,6-9,234,"December 4, 1980",us US,3,Illinois
6,Maurice Evans,SG,6-5,220,"November 8, 1978",us US,3,"Wichita State, Texas"
5,Jordan Farmar,PG,6-2,180,"November 30, 1986",us US,R,UCLA
2,Aaron McKie,SF,6-5,209,"October 2, 1972",us US,12,Temple
7,Lamar Odom,PF,6-10,220,"November 6, 1979",us US,7,Rhode Island
1,Smush Parker,PG,6-4,190,"June 1, 1981",us US,3,Fordham
10,Vladimir Radmanović,PF,6-10,227,"November 19, 1980",ba BA,5,
21,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,1,Gonzaga
18,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si SI,2,
4,Luke Walton,SF,6-8,235,"March 28, 1980",us US,3,Arizona
3,Shammond Williams,PG,6-1,201,"April 5, 1975",us US,6,UNC
