No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,6,Pitt
31,Ricky Davis,SF,6-6,195,"September 23, 1979",us US,8,Iowa
4,Randy Foye,PG,6-4,213,"September 24, 1983",us US,R,Villanova
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,11,
41,Eddie Griffin,PF,6-10,220,"May 30, 1982",us US,4,Seton Hall
23,Trenton Hassell,SG,6-5,200,"March 4, 1979",us US,5,Austin Peay State University
16,Troy Hudson,PG,6-1,170,"March 13, 1976",us US,9,"Missouri, Southern Illinois"
13,Mike James,PG,6-2,188,"June 23, 1975",us US,5,Duquesne
55,Marko Jarić,SG,6-7,198,"October 12, 1978",rs RS,4,
35,Mark Madsen,C,6-9,240,"January 28, 1976",us US,6,Stanford
1,Rashad McCants,SG,6-4,207,"September 25, 1984",us US,1,UNC
9,Justin Reed,PF,6-8,240,"January 16, 1982",us US,2,Ole Miss
5,Craig Smith,PF,6-7,250,"November 10, 1983",us US,R,Boston College
6,Bracey Wright,SG,6-3,210,"July 1, 1984",us US,1,Indiana
