No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
42,Tony Allen,SG,6-4,213,"January 11, 1982",us US,2,"Butler County Community College, Oklahoma State"
4,Ryan Gomes,PF,6-7,250,"September 1, 1982",us US,1,Providence
5,Gerald Green,SF,6-6,205,"January 26, 1986",us US,1,
7,Al Jefferson,C,6-10,289,"January 4, 1985",us US,2,
41,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,8,University of the Pacific
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,3,
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,8,Kansas
51,Kevinn Pinkney,PF,6-10,245,"October 20, 1983",us US,R,Nevada
0,Leon Powe,C,6-8,240,"January 22, 1984",us US,R,California
50,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,11,Wyoming
12,Allan Ray,SG,6-2,190,"June 17, 1984",us US,R,Villanova
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,R,Kentucky
44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us US,5,USC
55,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,7,Miami University
30,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,2,
13,Delonte West,SG,6-4,180,"July 26, 1983",us US,2,Saint Joseph's
