No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
42,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,2,Michigan State
5,Steve Blake,PG,6-3,172,"February 26, 1980",us US,3,Maryland
6,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,1,Utah
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,8,Eastern Michigan
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,4,UCLA
3,Lynn Greer,SG,6-2,175,"October 23, 1979",us US,R,Temple
24,Julius Hodge,SG,6-7,210,"November 18, 1983",us US,1,NC State
19,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,R,
52,Damir Markota,PF,6-10,225,"December 26, 1985",ba BA,R,
12,Chris McCray,SG,6-5,192,"May 27, 1984",us US,R,Maryland
34,David Noel,PF,6-6,230,"February 27, 1984",us US,R,UNC
23,Ruben Patterson,SF,6-5,224,"July 31, 1975",us US,8,Cincinnati
22,Michael Redd,SF,6-6,220,"August 24, 1979",us US,6,Ohio State
55,Jared Reiner,C,6-11,255,"April 8, 1982",us US,1,Iowa
54,Brian Skinner,PF,6-9,255,"May 19, 1976",us US,8,Baylor
31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",us US,1,UConn
25,Mo Williams,PG,6-1,198,"December 19, 1982",us US,3,Alabama
