No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Shareef Abdur-Rahim,C,6-9,225,"December 11, 1976",us US,10,California
10,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,8,Arizona
8,Quincy Douby,PG,6-3,175,"May 16, 1984",us US,R,Rutgers University
32,Francisco García,SF,6-7,195,"December 31, 1981",do DO,1,Louisville
5,Jason Hart,PG,6-3,185,"April 29, 1978",us US,5,Syracuse
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,2,Western Carolina University
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,8,Purdue
20,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,10,Wright State University
7,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,1,"Nicholls State, Utah Valley"
15,John Salmons,SG,6-7,210,"December 12, 1979",us US,4,Miami (FL)
24,Maurice Taylor,PF,6-9,260,"October 30, 1976",us US,8,"Michigan, LSU"
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,7,New Mexico
30,Justin Williams,C,6-10,225,"May 12, 1984",us US,R,Wyoming
34,Corliss Williamson,PF,6-7,245,"December 4, 1973",us US,11,Arkansas
93,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,7,St. John's
