No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,R,Michigan State
1,Daniel Gibson,PG,6-2,190,"February 27, 1986",us US,R,Texas
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,4,Kansas
32,Larry Hughes,SG,6-5,184,"January 23, 1979",us US,8,Saint Louis
11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt LT,8,
23,LeBron James,SF,6-9,250,"December 30, 1984",us US,3,
19,Damon Jones,PG,6-3,185,"August 25, 1976",us US,8,Houston
27,Dwayne Jones,PF,6-11,250,"June 9, 1983",us US,1,Saint Joseph's
24,Donyell Marshall,PF,6-9,218,"May 18, 1973",us US,12,UConn
14,Ira Newble,SF,6-7,220,"January 20, 1975",us US,6,Miami University
3,Sasha Pavlović,SG,6-8,220,"November 15, 1983",me ME,3,
31,Scot Pollard,C,6-11,265,"February 12, 1975",us US,9,Kansas
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,11,Michigan State
17,Anderson Varejão,C,6-11,273,"September 28, 1982",br BR,2,
4,David Wesley,SG,6-0,190,"November 14, 1970",us US,13,Baylor
