No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,12,Fayetteville State University
9,Maceo Baston,PF,6-9,215,"May 29, 1975",us US,1,Michigan
6,Marquis Daniels,SG,6-6,200,"January 7, 1981",us US,3,Auburn
1,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,1,Arizona State
17,Mike Dunleavy,SG,6-9,230,"September 15, 1980",us US,4,Duke
10,Jeff Foster,C,6-11,236,"January 16, 1977",us US,7,Texas State University
33,Danny Granger,SF,6-9,222,"April 20, 1983",us US,1,"Bradley, New Mexico"
5,Orien Greene,SG,6-4,208,"February 4, 1982",us US,1,"Florida, Louisiana"
32,Al Harrington,PF,6-9,230,"February 17, 1980",us US,8,
13,David Harrison,C,7-0,280,"August 15, 1982",us US,2,Colorado
1,Stephen Jackson,SG,6-8,218,"April 5, 1978",us US,6,Butler County Community College
3,Šarūnas Jasikevičius,SG,6-4,195,"March 5, 1976",lt LT,1,Maryland
2,Rawle Marshall,SG,6-9,190,"February 20, 1982",gy GY,1,"Ball State University, Oakland"
20,Keith McLeod,PG,6-2,188,"November 5, 1979",us US,3,Bowling Green
3,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,5,Notre Dame
7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",us US,10,
22,Josh Powell,PF,6-9,225,"January 25, 1983",us US,1,NC State
11,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",us US,5,Iowa State
4,Shawne Williams,SG,6-9,225,"February 16, 1986",us US,R,Memphis
