No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Andrea Bargnani,PF,7-0,245,"October 26, 1985",it IT,R,
4,Chris Bosh,C,6-11,235,"March 24, 1984",us US,3,Georgia Tech
8,José Calderón,PG,6-3,200,"September 28, 1981",es ES,1,
3,Juan Dixon,SG,6-3,164,"October 9, 1978",us US,4,Maryland
11,T.J. Ford,PG,6-0,165,"March 24, 1983",us US,2,Texas
15,Jorge Garbajosa,PF,6-9,245,"December 19, 1977",es ES,R,
14,Joey Graham,SF,6-7,225,"June 11, 1982",us US,1,"Central Florida, Oklahoma State"
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,2,Minnesota
6,Luke Jackson,SF,6-7,215,"November 6, 1981",us US,2,Oregon
20,Fred Jones,SG,6-4,210,"March 11, 1979",us US,4,Oregon
2,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,11,UCLA
12,Rasho Nesterović,C,7-0,248,"May 30, 1976",si SI,8,
18,Anthony Parker,SG,6-6,215,"June 19, 1975",us US,3,Bradley
24,Morris Peterson,SF,6-7,218,"August 26, 1977",us US,6,Michigan State
10,Uroš Slokar,C,6-10,238,"May 14, 1983",si SI,R,
9,Pape Sow,C,6-10,250,"November 22, 1981",sn SN,2,Cal State Fullerton
1,P.J. Tucker,SF,6-5,245,"May 5, 1985",us US,R,Texas
