No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,5,Villanova
11,Andre Barrett,PG,5-10,172,"February 21, 1982",us US,2,Seton Hall
42,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,13,Louisiana Tech
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,2,Duke
21,Chris Duhon,PG,6-1,185,"August 31, 1982",us US,2,Duke
7,Ben Gordon,SG,6-3,200,"April 4, 1983",gb GB,2,UConn
44,Adrian Griffin,SF,6-5,217,"July 4, 1974",us US,7,Seton Hall
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,3,Kansas
38,Viktor Khryapa,PF,6-9,210,"August 3, 1982",ua UA,2,
5,Andrés Nocioni,PF,6-7,225,"November 30, 1979",ar AR,2,
2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,R,
50,Mike Sweetney,C,6-8,275,"October 25, 1982",us US,3,Georgetown
24,Tyrus Thomas,PF,6-9,215,"August 17, 1986",us US,R,LSU
3,Ben Wallace,C,6-9,240,"September 10, 1974",us US,10,Virginia Union University
