No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,7,Fresno State
31,Shane Battier,SF,6-8,220,"September 9, 1978",us US,5,Duke
44,Chuck Hayes,PF,6-6,240,"June 11, 1983",us US,1,Kentucky
2,Luther Head,SG,6-3,185,"November 26, 1982",us US,1,Illinois
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,12,Michigan
15,John Lucas III,PG,5-11,166,"November 21, 1982",us US,1,"Baylor, Oklahoma State"
1,Tracy McGrady,SG,6-8,210,"May 24, 1979",us US,9,
11,Yao Ming,C,7-6,310,"September 12, 1980",cn CN,4,
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,15,Georgetown
20,Steve Novak,SF,6-10,225,"June 13, 1983",us US,R,Marquette
35,Scott Padgett,PF,6-9,240,"April 19, 1976",us US,7,Kentucky
13,Kirk Snyder,SF,6-6,225,"June 5, 1983",us US,2,Nevada
10,Vassilis Spanoulis,SG,6-4,195,"August 7, 1982",gr GR,R,
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,6,
6,Bonzi Wells,SF,6-5,210,"September 28, 1976",us US,8,Ball State University
