No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
51,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",us US,5,Villanova
4,Greg Brown III,PF,6-7,205,"September 1, 2001",us US,1,Texas
21,John Butler,C,7-0,175,"December 4, 2002",us US,R,Florida State
50,Chance Comanche,C,6-10,210,"April 14, 1996",us US,R,Arizona
24,Drew Eubanks,C,6-9,245,"February 1, 1997",us US,4,Oregon State
9,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,8,Syracuse
0,Shaquille Harrison,SG,6-4,190,"October 6, 1993",us US,5,Tulsa
11,Josh Hart,SF,6-4,215,"March 6, 1995",us US,5,Villanova
6,Keon Johnson,SG,6-5,186,"March 10, 2002",us US,1,Tennessee
11,Kevin Knox,PF,6-7,215,"August 11, 1999",us US,4,Kentucky
0,Damian Lillard,PG,6-2,195,"July 15, 1990",us US,10,Weber State
10,Nassir Little,SF,6-5,220,"February 11, 2000",us US,3,UNC
8,Skylar Mays,PG,6-4,205,"September 5, 1997",us US,2,LSU
35,Justin Minaya,SF,6-5,210,"March 26, 1999",us US,R,
27,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,8,
0,Gary Payton II,SG,6-2,190,"December 1, 1992",us US,6,Oregon State
5,Cam Reddish,SF,6-8,218,"September 1, 1999",us US,3,Duke
17,Shaedon Sharpe,SG,6-6,200,"May 30, 2003",ca CA,R,Kentucky
1,Anfernee Simons,SG,6-3,181,"June 8, 1999",us US,4,
4,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us US,3,Washington
34,Jabari Walker,SF,6-9,215,"July 30, 2002",us US,R,Colorado
2,Trendon Watford,PF,6-9,240,"November 9, 2000",us US,1,LSU
23,Jeenathan Williams,SG,6-5,205,"February 12, 1999",us US,R,Buffalo
26,Justise Winslow,PF,6-6,222,"March 26, 1996",us US,7,Duke
