No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Mikal Bridges,SG,6-6,209,"August 30, 1996",us US,4,Villanova
0,Moses Brown,C,7-2,245,"October 13, 1999",us US,3,UCLA
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,3,Georgia
30,Seth Curry,SG,6-1,185,"August 23, 1990",us US,8,"Liberty, Duke"
26,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,8,Colorado
6,David Duke Jr.,SG,6-5,205,"October 13, 1999",us US,1,Providence
7,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,14,Texas
14,Kessler Edwards,SF,6-8,215,"August 9, 2000",us US,1,Pepperdine
28,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",us US,6,Florida
0,RaiQuan Gray,PF,6-8,260,"July 7, 1999",us US,R,Florida State
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,8,Virginia
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,11,Duke
2,Cameron Johnson,PF,6-8,210,"March 3, 1996",us US,3,"Pitt, UNC"
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,13,Saint Mary's
13,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,11,Kansas
0,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,8,Kentucky
0,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,5,"Denver, Baylor"
20,Day'Ron Sharpe,C,6-11,265,"November 6, 2001",us US,1,UNC
10,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,4,LSU
9,Dru Smith,SG,6-3,203,"December 30, 1997",us US,R,"University of Evansville, Missouri"
4,Edmond Sumner,SG,6-4,196,"December 31, 1995",us US,4,Xavier
24,Cam Thomas,SG,6-4,210,"October 13, 2001",jp JP,1,LSU
1,T.J. Warren,PF,6-8,220,"September 5, 1993",us US,7,NC State
18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",jp JP,4,George Washington
31,Alondes Williams,SG,6-4,210,"June 19, 1999",us US,R,"Triton College, Oklahoma, Wake Forest"
