No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,5,Texas
21,Mamadi Diakite,C,6-9,228,"January 21, 1997",gn GN,2,Virginia
10,Darius Garland,PG,6-1,192,"January 26, 2000",us US,3,Vanderbilt
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,13,UNC
3,Caris LeVert,SG,6-6,205,"August 25, 1994",us US,6,Michigan
33,Robin Lopez,C,7-1,281,"April 1, 1988",us US,14,Stanford
0,Kevin Love,PF,6-8,251,"September 7, 1988",us US,14,UCLA
5,Sam Merrill,SG,6-4,205,"May 15, 1996",us US,2,Utah State University
45,Donovan Mitchell,SG,6-3,215,"September 7, 1996",us US,5,Louisville
4,Evan Mobley,PF,6-11,215,"June 18, 2001",us US,1,USC
15,Isaiah Mobley,PF,6-8,240,"September 24, 1999",us US,R,USC
19,Raul Neto,PG,6-1,180,"May 19, 1992",br BR,7,
35,Isaac Okoro,SF,6-5,225,"January 26, 2001",us US,2,Auburn
16,Cedi Osman,SF,6-7,230,"April 8, 1995",mk MK,5,
13,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,11,
8,Lamar Stevens,SF,6-6,230,"July 9, 1997",us US,2,Penn State
32,Dean Wade,PF,6-9,228,"November 20, 1996",us US,3,Kansas State
9,Dylan Windler,SF,6-6,196,"September 22, 1996",us US,2,Belmont
