No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Patrick Baldwin Jr.,SF,6-9,220,"November 18, 2002",us US,R,UW-Milwaukee
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,13,Davidson
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,4,Villanova
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,10,Michigan State
1,JaMychal Green,PF,6-8,227,"June 21, 1990",us US,8,Alabama
9,Andre Iguodala,PF,6-6,215,"January 28, 1984",us US,18,Arizona
10,Ty Jerome,SG,6-5,195,"July 8, 1997",us US,3,Virginia
0,Jonathan Kuminga,PF,6-8,210,"October 6, 2002",cd CD,1,
40,Anthony Lamb,SF,6-6,227,"January 20, 1998",us US,2,University of Vermont
5,Kevon Looney,C,6-9,222,"February 6, 1996",us US,7,UCLA
4,Moses Moody,SG,6-6,205,"May 31, 2002",us US,1,Arkansas
8,Gary Payton II,SG,6-2,190,"December 1, 1992",us US,6,Oregon State
3,Jordan Poole,PG,6-4,194,"June 19, 1999",us US,3,Michigan
25,Lester Quinones,SG,6-5,208,"November 16, 2000",us US,R,Memphis
2,Ryan Rollins,PG,6-4,180,"July 3, 2002",us US,R,Toledo
11,Klay Thompson,SF,6-6,215,"February 8, 1990",us US,9,Washington State
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,8,Kansas
33,James Wiseman,C,7-0,240,"March 31, 2001",us US,1,Memphis
