No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Christian Braun,SG,6-6,218,"April 17, 2001",us US,R,Kansas
11,Bruce Brown,SF,6-4,202,"August 15, 1996",us US,4,Miami (FL)
13,Thomas Bryant,C,6-10,248,"July 31, 1997",us US,5,Indiana
5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,9,Georgia
31,Vlatko Čančar,PF,6-8,236,"April 10, 1997",si SI,3,
50,Aaron Gordon,PF,6-8,235,"September 16, 1995",us US,8,Arizona
32,Jeff Green,PF,6-8,235,"August 28, 1986",us US,14,Georgetown
3,Bones Hyland,PG,6-2,173,"September 14, 2000",us US,1,VCU
7,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,11,Boston College
15,Nikola Jokić,C,6-11,284,"February 19, 1995",rs RS,7,
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,14,Texas A&M
27,Jamal Murray,PG,6-4,215,"February 23, 1997",ca CA,5,Kentucky
22,Zeke Nnaji,PF,6-9,240,"January 9, 2001",us US,2,Arizona
1,Michael Porter Jr.,SF,6-10,218,"June 29, 1998",us US,3,Missouri
9,Davon Reed,SG,6-5,208,"June 11, 1995",us US,3,Miami (FL)
14,Ish Smith,PG,6-0,175,"July 5, 1988",us US,12,Wake Forest
8,Peyton Watson,SG,6-8,200,"September 11, 2002",us US,R,UCLA
10,Jack White,SF,6-7,225,"August 5, 1997",au AU,R,Duke
