No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
55,Darius Bazley,C,6-8,208,"June 12, 2000",us US,3,
14,Jared Butler,PG,6-3,195,"August 25, 2000",us US,1,Baylor
13,Ousmane Dieng,PF,6-10,216,"May 21, 2003",fr FR,R,
5,Luguentz Dort,SF,6-3,215,"April 19, 1999",ca CA,3,Arizona State
3,Josh Giddey,PF,6-8,210,"October 10, 2002",au AU,1,
2,Shai Gilgeous-Alexander,PG,6-6,180,"July 12, 1998",ca CA,4,Kentucky
11,Isaiah Joe,SG,6-4,165,"July 2, 1999",us US,2,Arkansas
23,Tre Mann,PG,6-3,178,"February 3, 2001",us US,1,Florida
33,Mike Muscala,C,6-10,240,"July 1, 1991",us US,9,Bucknell
97,Eugene Omoruyi,SF,6-7,244,"February 14, 1997",ng NG,1,"Rutgers University, Oregon"
17,Aleksej Pokusevski,PF,7-0,190,"December 26, 2001",rs RS,2,
50,Jeremiah Robinson-Earl,PF,6-9,230,"November 3, 2000",us US,1,Villanova
9,Dario Šarić,C,6-10,225,"April 8, 1994",hr HR,5,
30,Olivier Sarr,C,7-0,237,"February 20, 1999",fr FR,1,"Wake Forest, Kentucky"
12,Lindy Waters III,SG,6-6,215,"July 28, 1997",us US,1,Oklahoma State
21,Aaron Wiggins,SG,6-6,200,"January 2, 1999",us US,1,Maryland
8,Jalen Williams,SG,6-5,195,"April 14, 2001",us US,R,Santa Clara
6,Jaylin Williams,C,6-9,240,"June 29, 2002",us US,R,Arkansas
34,Kenrich Williams,PF,6-6,210,"December 2, 1994",us US,4,TCU
