No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Bam Adebayo,C,6-9,255,"July 18, 1997",us US,5,Kentucky
11,Jamaree Bouyea,PG,6-2,180,"June 27, 1999",us US,R,San Francisco
22,Jimmy Butler,PF,6-7,230,"September 14, 1989",us US,11,Marquette
8,Jamal Cain,PF,6-7,191,"March 20, 1999",us US,R,"Marquette, Oakland"
21,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,9,USC
40,Udonis Haslem,C,6-8,235,"June 9, 1980",us US,19,Florida
14,Tyler Herro,SG,6-5,195,"January 20, 2000",us US,3,Kentucky
24,Haywood Highsmith,PF,6-7,220,"December 9, 1996",us US,2,Wheeling University
5,Nikola Jović,PF,6-10,209,"June 9, 2003",gb GB,R,
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,14,UCLA
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,16,Villanova
16,Caleb Martin,SF,6-5,205,"September 28, 1995",us US,3,"NC State, Nevada"
4,Victor Oladipo,SG,6-3,213,"May 4, 1992",us US,9,Indiana
55,Duncan Robinson,SF,6-7,215,"April 22, 1994",us US,4,"Williams, Michigan"
25,Orlando Robinson,C,7-0,235,"July 10, 2000",us US,R,Fresno State
9,Dru Smith,SG,6-3,203,"December 30, 1997",us US,R,"University of Evansville, Missouri"
31,Max Strus,SF,6-5,215,"March 28, 1996",us US,3,"Lewis (IL), DePaul"
2,Gabe Vincent,PG,6-3,195,"June 14, 1996",us US,3,UC Santa Barbara
77,Omer Yurtseven,C,7-0,264,"June 19, 1998",tr TR,1,"NC State, Georgetown"
44,Cody Zeller,C,6-11,240,"October 5, 1992",us US,9,Indiana
