No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
55,Julian Champagnie,SF,6-8,220,"June 29, 2001",us US,R,St. John's
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,9,USC
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,6,Kansas
35,Michael Foster Jr.,PF,6-8,250,"January 16, 2003",us US,R,
1,James Harden,PG,6-5,220,"August 26, 1989",us US,13,Arizona State
5,Montrezl Harrell,C,6-7,240,"January 26, 1994",us US,7,Louisville
12,Tobias Harris,SF,6-8,226,"July 15, 1992",us US,11,Tennessee
25,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,6,Texas A&M
23,Louis King,PF,6-7,205,"April 6, 1999",us US,3,Oregon
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,5,
9,Saben Lee,PG,6-2,183,"June 23, 1999",us US,2,Vanderbilt
0,Tyrese Maxey,SG,6-2,200,"November 4, 2000",us US,2,Kentucky
9,Mac McClung,SG,6-2,185,"January 6, 1999",us US,1,"Georgetown, Texas Tech"
7,Jalen McDaniels,SF,6-9,205,"January 31, 1998",us US,3,San Diego State
8,De'Anthony Melton,SG,6-2,200,"May 28, 1998",us US,4,USC
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,4,SMU
20,Georges Niang,PF,6-7,230,"June 17, 1993",us US,6,Iowa State
44,Paul Reed,C,6-9,210,"June 14, 1999",us US,2,DePaul
11,Jaden Springer,SG,6-4,204,"September 25, 2002",us US,1,Tennessee
22,Matisse Thybulle,SF,6-5,201,"March 4, 1997",us US,3,Washington
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,11,Texas
