No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,LaMelo Ball,PG,6-7,180,"August 22, 2001",us US,2,
2,James Bouknight,SG,6-5,190,"September 18, 2000",us US,1,UConn
20,Gordon Hayward,SF,6-7,225,"March 23, 1990",us US,12,Butler
23,Kai Jones,C,6-11,218,"January 19, 2001",bs BS,1,Texas
9,Théo Maledon,PG,6-4,175,"June 12, 2001",fr FR,2,
11,Cody Martin,SF,6-5,205,"September 28, 1995",us US,3,"NC State, Nevada"
6,Jalen McDaniels,SF,6-9,205,"January 31, 1998",us US,3,San Diego State
7,Bryce McGowens,SG,6-7,179,"November 8, 2002",us US,R,Nebraska
10,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua UA,4,Kansas
12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,7,Kansas
24,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,9,Duke
4,Nick Richards,C,7-0,245,"November 29, 1997",jm JM,2,Kentucky
3,Terry Rozier,SG,6-1,190,"March 17, 1994",us US,7,Louisville
14,Kobi Simmons,SG,6-5,166,"July 4, 1997",us US,2,Arizona
8,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,5,NC State
22,Xavier Sneed,SF,6-5,215,"December 21, 1997",us US,1,Kansas State
21,JT Thor,PF,6-10,205,"August 26, 2002",us US,1,Auburn
25,P.J. Washington,PF,6-7,230,"August 23, 1998",us US,3,Kentucky
5,Mark Williams,C,7-0,241,"December 16, 2001",us US,R,Duke
