No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Precious Achiuwa,C,6-8,225,"September 19, 1999",ng NG,2,Memphis
3,OG Anunoby,SF,6-7,232,"July 17, 1997",gb GB,5,Indiana
45,Dalano Banton,PG,6-9,204,"November 7, 1999",ca CA,1,Nebraska
4,Scottie Barnes,SF,6-7,227,"August 1, 2001",us US,1,Florida State
1,Will Barton,SG,6-5,181,"January 6, 1991",us US,10,Memphis
24,Khem Birch,C,6-9,233,"September 28, 1992",ca CA,5,"Pitt, UNLV"
25,Chris Boucher,PF,6-9,200,"January 11, 1993",lc LC,5,Oregon
11,Justin Champagnie,SF,6-6,200,"June 29, 2001",us US,1,Pitt
20,Jeff Dowtin,PG,6-3,185,"May 10, 1997",us US,1,Rhode Island
22,Malachi Flynn,PG,6-1,175,"May 10, 1998",us US,2,"Washington State, San Diego State"
8,Ron Harper Jr.,PF,6-6,245,"April 12, 2000",us US,R,Rutgers University
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,6,
35,Christian Koloko,C,7-1,230,"June 20, 2000",cm CM,R,Arizona
19,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,6,Utah
32,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,9,Georgetown
43,Pascal Siakam,PF,6-8,230,"April 2, 1994",cm CM,6,New Mexico State
33,Gary Trent Jr.,SG,6-5,209,"January 18, 1999",us US,4,Duke
23,Fred VanVleet,PG,6-0,197,"February 25, 1994",us US,6,Wichita State
11,Joe Wieskamp,SF,6-6,212,"August 23, 1999",us US,1,Iowa
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,15,Georgia Tech
